Index,Name,Node Index,Enable,Interval,Multiplier,Bit Mask,Word Swap,Byte Swap,Data Type,Tag Type,FC Read,FC Write,Address,Length,Unit
35,sensor_035,1,TRUE,T#1s,1,0,FALSE,FALSE,1,1,3,16,34,2,1
36,sensor_036,1,TRUE,T#1s,1,0,FALSE,FALSE,1,1,3,16,35,2,1
37,sensor_037,1,TRUE,T#1s,1,0,FALSE,FALSE,1,1,3,16,36,2,1
38,sensor_038,1,TRUE,T#1s,1,0,FALSE,FALSE,1,1,3,16,37,2,1
39,sensor_039,1,TRUE,T#1s,1,0,FALSE,FALSE,1,1,3,16,38,2,1
40,sensor_040,1,TRUE,T#1s,1,0,FALSE,FALSE,1,1,3,16,39,2,1
41,sensor_041,1,TRUE,T#1s,1,0,FALSE,FALSE,1,1,3,16,40,2,1
42,sensor_042,1,TRUE,T#1s,1,0,FALSE,FALSE,1,1,3,16,41,2,1
43,sensor_043,1,TRUE,T#1s,1,0,FALSE,FALSE,1,1,3,16,42,2,1
44,sensor_044,1,TRUE,T#1s,1,0,FALSE,FALSE,1,1,3,16,43,2,1
45,sensor_045,1,TRUE,T#1s,1,0,FALSE,FALSE,1,1,3,16,44,2,1
46,sensor_046,1,TRUE,T#1s,1,0,FALSE,FALSE,1,1,3,16,45,2,1
47,sensor_047,1,TRUE,T#1s,1,0,FALSE,FALSE,1,1,3,16,46,2,1
48,sensor_048,1,TRUE,T#1s,1,0,FALSE,FALSE,1,1,3,16,47,2,1
49,sensor_049,1,TRUE,T#1s,1,0,FALSE,FALSE,1,1,3,16,48,2,1
50,sensor_050,1,TRUE,T#1s,1,0,FALSE,FALSE,1,1,3,16,49,2,1
51,sensor_051,1,TRUE,T#1s,1,0,FALSE,FALSE,1,1,3,16,50,2,1
52,sensor_052,1,TRUE,T#1s,1,0,FALSE,FALSE,1,1,3,16,51,2,1
53,sensor_053,1,TRUE,T#1s,1,0,FALSE,FALSE,1,1,3,16,52,2,1
54,sensor_054,1,TRUE,T#1s,1,0,FALSE,FALSE,1,1,3,16,53,2,1
55,sensor_055,1,TRUE,T#1s,1,0,FALSE,FALSE,1,1,3,16,54,2,1
56,sensor_056,1,TRUE,T#1s,1,0,FALSE,FALSE,1,1,3,16,55,2,1
57,sensor_057,1,TRUE,T#1s,1,0,FALSE,FALSE,1,1,3,16,56,2,1
58,sensor_058,1,TRUE,T#1s,1,0,FALSE,FALSE,1,1,3,16,57,2,1
59,sensor_059,1,TRUE,T#1s,1,0,FALSE,FALSE,1,1,3,16,58,2,1
60,sensor_060,1,TRUE,T#1s,1,0,FALSE,FALSE,1,1,3,16,59,2,1
61,sensor_061,1,TRUE,T#1s,1,0,FALSE,FALSE,1,1,3,16,60,2,1
62,sensor_062,1,TRUE,T#1s,1,0,FALSE,FALSE,1,1,3,16,61,2,1
63,sensor_063,1,TRUE,T#1s,1,0,FALSE,FALSE,1,1,3,16,62,2,1
64,sensor_064,1,TRUE,T#1s,1,0,FALSE,FALSE,1,1,3,16,63,2,1
65,sensor_065,1,TRUE,T#1s,1,0,FALSE,FALSE,1,1,3,16,64,2,1
66,sensor_066,1,TRUE,T#1s,1,0,FALSE,FALSE,1,1,3,16,65,2,1
67,sensor_067,1,TRUE,T#1s,1,0,FALSE,FALSE,1,1,3,16,66,2,1
68,sensor_068,1,TRUE,T#1s,1,0,FALSE,FALSE,1,1,3,16,67,2,1
69,sensor_069,1,TRUE,T#1s,1,0,FALSE,FALSE,1,1,3,16,68,2,1
70,sensor_070,1,TRUE,T#1s,1,0,FALSE,FALSE,1,1,3,16,69,2,1
71,sensor_071,1,TRUE,T#1s,1,0,FALSE,FALSE,1,1,3,16,70,2,1
72,sensor_072,1,TRUE,T#1s,1,0,FALSE,FALSE,1,1,3,16,71,2,1
73,sensor_073,1,TRUE,T#1s,1,0,FALSE,FALSE,1,1,3,16,72,2,1
74,sensor_074,1,TRUE,T#1s,1,0,FALSE,FALSE,1,1,3,16,73,2,1
75,sensor_075,1,TRUE,T#1s,1,0,FALSE,FALSE,1,1,3,16,74,2,1
76,sensor_076,1,TRUE,T#1s,1,0,FALSE,FALSE,1,1,3,16,75,2,1
77,sensor_077,1,TRUE,T#1s,1,0,FALSE,FALSE,1,1,3,16,76,2,1
78,sensor_078,1,TRUE,T#1s,1,0,FALSE,FALSE,1,1,3,16,77,2,1
79,sensor_079,1,TRUE,T#1s,1,0,FALSE,FALSE,1,1,3,16,78,2,1
80,sensor_080,1,TRUE,T#1s,1,0,FALSE,FALSE,1,1,3,16,79,2,1
81,sensor_081,1,TRUE,T#1s,1,0,FALSE,FALSE,1,1,3,16,80,2,1
82,sensor_082,1,TRUE,T#1s,1,0,FALSE,FALSE,1,1,3,16,81,2,1
83,sensor_083,1,TRUE,T#1s,1,0,FALSE,FALSE,1,1,3,16,82,2,1
84,sensor_084,1,TRUE,T#1s,1,0,FALSE,FALSE,1,1,3,16,83,2,1
85,sensor_085,1,TRUE,T#1s,1,0,FALSE,FALSE,1,1,3,16,84,2,1
86,sensor_086,1,TRUE,T#1s,1,0,FALSE,FALSE,1,1,3,16,85,2,1
87,sensor_087,1,TRUE,T#1s,1,0,FALSE,FALSE,1,1,3,16,86,2,1
88,sensor_088,1,TRUE,T#1s,1,0,FALSE,FALSE,1,1,3,16,87,2,1
89,sensor_089,1,TRUE,T#1s,1,0,FALSE,FALSE,1,1,3,16,88,2,1
90,sensor_090,1,TRUE,T#1s,1,0,FALSE,FALSE,1,1,3,16,89,2,1
91,sensor_091,1,TRUE,T#1s,1,0,FALSE,FALSE,1,1,3,16,90,2,1
92,sensor_092,1,TRUE,T#1s,1,0,FALSE,FALSE,1,1,3,16,91,2,1
93,sensor_093,1,TRUE,T#1s,1,0,FALSE,FALSE,1,1,3,16,92,2,1
94,sensor_094,1,TRUE,T#1s,1,0,FALSE,FALSE,1,1,3,16,93,2,1
95,sensor_095,1,TRUE,T#1s,1,0,FALSE,FALSE,1,1,3,16,94,2,1
96,sensor_096,1,TRUE,T#1s,1,0,FALSE,FALSE,1,1,3,16,95,2,1
97,sensor_097,1,TRUE,T#1s,1,0,FALSE,FALSE,1,1,3,16,96,2,1
98,sensor_098,1,TRUE,T#1s,1,0,FALSE,FALSE,1,1,3,16,97,2,1
99,sensor_099,1,TRUE,T#1s,1,0,FALSE,FALSE,1,1,3,16,98,2,1
100,sensor_100,1,TRUE,T#1s,1,0,FALSE,FALSE,1,1,3,16,99,2,1
101,sensor_101,1,TRUE,T#1s,1,0,FALSE,FALSE,1,1,3,16,100,2,1
102,sensor_102,1,TRUE,T#1s,1,0,FALSE,FALSE,1,1,3,16,101,2,1
103,sensor_103,1,TRUE,T#1s,1,0,FALSE,FALSE,1,1,3,16,102,2,1
104,sensor_104,1,TRUE,T#1s,1,0,FALSE,FALSE,1,1,3,16,103,2,1
105,sensor_105,1,TRUE,T#1s,1,0,FALSE,FALSE,1,1,3,16,104,2,1
106,sensor_106,1,TRUE,T#1s,1,0,FALSE,FALSE,1,1,3,16,105,2,1
107,sensor_107,1,TRUE,T#1s,1,0,FALSE,FALSE,1,1,3,16,106,2,1
108,sensor_108,1,TRUE,T#1s,1,0,FALSE,FALSE,1,1,3,16,107,2,1
109,sensor_109,1,TRUE,T#1s,1,0,FALSE,FALSE,1,1,3,16,108,2,1
110,sensor_110,1,TRUE,T#1s,1,0,FALSE,FALSE,1,1,3,16,109,2,1
111,sensor_111,1,TRUE,T#1s,1,0,FALSE,FALSE,1,1,3,16,110,2,1
112,sensor_112,1,TRUE,T#1s,1,0,FALSE,FALSE,1,1,3,16,111,2,1
113,sensor_113,1,TRUE,T#1s,1,0,FALSE,FALSE,1,1,3,16,112,2,1
114,sensor_114,1,TRUE,T#1s,1,0,FALSE,FALSE,1,1,3,16,113,2,1
115,sensor_115,1,TRUE,T#1s,1,0,FALSE,FALSE,1,1,3,16,114,2,1
116,sensor_116,1,TRUE,T#1s,1,0,FALSE,FALSE,1,1,3,16,115,2,1
117,sensor_117,1,TRUE,T#1s,1,0,FALSE,FALSE,1,1,3,16,116,2,1
118,sensor_118,1,TRUE,T#1s,1,0,FALSE,FALSE,1,1,3,16,117,2,1
119,sensor_119,1,TRUE,T#1s,1,0,FALSE,FALSE,1,1,3,16,118,2,1
120,sensor_120,1,TRUE,T#1s,1,0,FALSE,FALSE,1,1,3,16,119,2,1
121,sensor_121,1,TRUE,T#1s,1,0,FALSE,FALSE,1,1,3,16,120,2,1
122,sensor_122,1,TRUE,T#1s,1,0,FALSE,FALSE,1,1,3,16,121,2,1
123,sensor_123,1,TRUE,T#1s,1,0,FALSE,FALSE,1,1,3,16,122,2,1
124,sensor_124,1,TRUE,T#1s,1,0,FALSE,FALSE,1,1,3,16,123,2,1
125,sensor_125,1,TRUE,T#1s,1,0,FALSE,FALSE,1,1,3,16,124,2,1
126,sensor_126,1,TRUE,T#1s,1,0,FALSE,FALSE,1,1,3,16,125,2,1
127,sensor_127,1,TRUE,T#1s,1,0,FALSE,FALSE,1,1,3,16,126,2,1
128,sensor_128,1,TRUE,T#1s,1,0,FALSE,FALSE,1,1,3,16,127,2,1
129,sensor_129,1,TRUE,T#1s,1,0,FALSE,FALSE,1,1,3,16,128,2,1
130,sensor_130,1,TRUE,T#1s,1,0,FALSE,FALSE,1,1,3,16,129,2,1
131,sensor_131,1,TRUE,T#1s,1,0,FALSE,FALSE,1,1,3,16,130,2,1
132,sensor_132,1,TRUE,T#1s,1,0,FALSE,FALSE,1,1,3,16,131,2,1
133,sensor_133,1,TRUE,T#1s,1,0,FALSE,FALSE,1,1,3,16,132,2,1
134,sensor_134,1,TRUE,T#1s,1,0,FALSE,FALSE,1,1,3,16,133,2,1
135,sensor_135,1,TRUE,T#1s,1,0,FALSE,FALSE,1,1,3,16,134,2,1
136,sensor_136,1,TRUE,T#1s,1,0,FALSE,FALSE,1,1,3,16,135,2,1
137,sensor_137,1,TRUE,T#1s,1,0,FALSE,FALSE,1,1,3,16,136,2,1
138,sensor_138,1,TRUE,T#1s,1,0,FALSE,FALSE,1,1,3,16,137,2,1
139,sensor_139,1,TRUE,T#1s,1,0,FALSE,FALSE,1,1,3,16,138,2,1
140,sensor_140,1,TRUE,T#1s,1,0,FALSE,FALSE,1,1,3,16,139,2,1
141,sensor_141,1,TRUE,T#1s,1,0,FALSE,FALSE,1,1,3,16,140,2,1
142,sensor_142,1,TRUE,T#1s,1,0,FALSE,FALSE,1,1,3,16,141,2,1
143,sensor_143,1,TRUE,T#1s,1,0,FALSE,FALSE,1,1,3,16,142,2,1
144,sensor_144,1,TRUE,T#1s,1,0,FALSE,FALSE,1,1,3,16,143,2,1
145,sensor_145,1,TRUE,T#1s,1,0,FALSE,FALSE,1,1,3,16,144,2,1
146,sensor_146,1,TRUE,T#1s,1,0,FALSE,FALSE,1,1,3,16,145,2,1
147,sensor_147,1,TRUE,T#1s,1,0,FALSE,FALSE,1,1,3,16,146,2,1
148,sensor_148,1,TRUE,T#1s,1,0,FALSE,FALSE,1,1,3,16,147,2,1
149,sensor_149,1,TRUE,T#1s,1,0,FALSE,FALSE,1,1,3,16,148,2,1
150,sensor_150,1,TRUE,T#1s,1,0,FALSE,FALSE,1,1,3,16,149,2,1
151,sensor_151,1,TRUE,T#1s,1,0,FALSE,FALSE,1,1,3,16,150,2,1
152,sensor_152,1,TRUE,T#1s,1,0,FALSE,FALSE,1,1,3,16,151,2,1
153,sensor_153,1,TRUE,T#1s,1,0,FALSE,FALSE,1,1,3,16,152,2,1
154,sensor_154,1,TRUE,T#1s,1,0,FALSE,FALSE,1,1,3,16,153,2,1
155,sensor_155,1,TRUE,T#1s,1,0,FALSE,FALSE,1,1,3,16,154,2,1
156,sensor_156,1,TRUE,T#1s,1,0,FALSE,FALSE,1,1,3,16,155,2,1
157,sensor_157,1,TRUE,T#1s,1,0,FALSE,FALSE,1,1,3,16,156,2,1
158,sensor_158,1,TRUE,T#1s,1,0,FALSE,FALSE,1,1,3,16,157,2,1
159,sensor_159,1,TRUE,T#1s,1,0,FALSE,FALSE,1,1,3,16,158,2,1
160,sensor_160,1,TRUE,T#1s,1,0,FALSE,FALSE,1,1,3,16,159,2,1
161,sensor_161,1,TRUE,T#1s,1,0,FALSE,FALSE,1,1,3,16,160,2,1
162,sensor_162,1,TRUE,T#1s,1,0,FALSE,FALSE,1,1,3,16,161,2,1
163,sensor_163,1,TRUE,T#1s,1,0,FALSE,FALSE,1,1,3,16,162,2,1
164,sensor_164,1,TRUE,T#1s,1,0,FALSE,FALSE,1,1,3,16,163,2,1
165,sensor_165,1,TRUE,T#1s,1,0,FALSE,FALSE,1,1,3,16,164,2,1
166,sensor_166,1,TRUE,T#1s,1,0,FALSE,FALSE,1,1,3,16,165,2,1
167,sensor_167,1,TRUE,T#1s,1,0,FALSE,FALSE,1,1,3,16,166,2,1
168,sensor_168,1,TRUE,T#1s,1,0,FALSE,FALSE,1,1,3,16,167,2,1
169,sensor_169,1,TRUE,T#1s,1,0,FALSE,FALSE,1,1,3,16,168,2,1
170,sensor_170,1,TRUE,T#1s,1,0,FALSE,FALSE,1,1,3,16,169,2,1
171,sensor_171,1,TRUE,T#1s,1,0,FALSE,FALSE,1,1,3,16,170,2,1
172,sensor_172,1,TRUE,T#1s,1,0,FALSE,FALSE,1,1,3,16,171,2,1
173,sensor_173,1,TRUE,T#1s,1,0,FALSE,FALSE,1,1,3,16,172,2,1
174,sensor_174,1,TRUE,T#1s,1,0,FALSE,FALSE,1,1,3,16,173,2,1
175,sensor_175,1,TRUE,T#1s,1,0,FALSE,FALSE,1,1,3,16,174,2,1
176,sensor_176,1,TRUE,T#1s,1,0,FALSE,FALSE,1,1,3,16,175,2,1
177,sensor_177,1,TRUE,T#1s,1,0,FALSE,FALSE,1,1,3,16,176,2,1
178,sensor_178,1,TRUE,T#1s,1,0,FALSE,FALSE,1,1,3,16,177,2,1
179,sensor_179,1,TRUE,T#1s,1,0,FALSE,FALSE,1,1,3,16,178,2,1
180,sensor_180,1,TRUE,T#1s,1,0,FALSE,FALSE,1,1,3,16,179,2,1
181,sensor_181,1,TRUE,T#1s,1,0,FALSE,FALSE,1,1,3,16,180,2,1
182,sensor_182,1,TRUE,T#1s,1,0,FALSE,FALSE,1,1,3,16,181,2,1
183,sensor_183,1,TRUE,T#1s,1,0,FALSE,FALSE,1,1,3,16,182,2,1
184,sensor_184,1,TRUE,T#1s,1,0,FALSE,FALSE,1,1,3,16,183,2,1
185,sensor_185,1,TRUE,T#1s,1,0,FALSE,FALSE,1,1,3,16,184,2,1
186,sensor_186,1,TRUE,T#1s,1,0,FALSE,FALSE,1,1,3,16,185,2,1
187,sensor_187,1,TRUE,T#1s,1,0,FALSE,FALSE,1,1,3,16,186,2,1
188,sensor_188,1,TRUE,T#1s,1,0,FALSE,FALSE,1,1,3,16,187,2,1
189,sensor_189,1,TRUE,T#1s,1,0,FALSE,FALSE,1,1,3,16,188,2,1
190,sensor_190,1,TRUE,T#1s,1,0,FALSE,FALSE,1,1,3,16,189,2,1
191,sensor_191,1,TRUE,T#1s,1,0,FALSE,FALSE,1,1,3,16,190,2,1
192,sensor_192,1,TRUE,T#1s,1,0,FALSE,FALSE,1,1,3,16,191,2,1
193,sensor_193,1,TRUE,T#1s,1,0,FALSE,FALSE,1,1,3,16,192,2,1
194,sensor_194,1,TRUE,T#1s,1,0,FALSE,FALSE,1,1,3,16,193,2,1
195,sensor_195,1,TRUE,T#1s,1,0,FALSE,FALSE,1,1,3,16,194,2,1
196,sensor_196,1,TRUE,T#1s,1,0,FALSE,FALSE,1,1,3,16,195,2,1
197,sensor_197,1,TRUE,T#1s,1,0,FALSE,FALSE,1,1,3,16,196,2,1
198,sensor_198,1,TRUE,T#1s,1,0,FALSE,FALSE,1,1,3,16,197,2,1
199,sensor_199,1,TRUE,T#1s,1,0,FALSE,FALSE,1,1,3,16,198,2,1
200,sensor_200,1,TRUE,T#1s,1,0,FALSE,FALSE,1,1,3,16,199,2,1
201,sensor_201,1,TRUE,T#1s,1,0,FALSE,FALSE,1,1,3,16,200,2,1
202,sensor_202,1,TRUE,T#1s,1,0,FALSE,FALSE,1,1,3,16,201,2,1
203,sensor_203,1,TRUE,T#1s,1,0,FALSE,FALSE,1,1,3,16,202,2,1
204,sensor_204,1,TRUE,T#1s,1,0,FALSE,FALSE,1,1,3,16,203,2,1
205,sensor_205,1,TRUE,T#1s,1,0,FALSE,FALSE,1,1,3,16,204,2,1
206,sensor_206,1,TRUE,T#1s,1,0,FALSE,FALSE,1,1,3,16,205,2,1
207,sensor_207,1,TRUE,T#1s,1,0,FALSE,FALSE,1,1,3,16,206,2,1
208,sensor_208,1,TRUE,T#1s,1,0,FALSE,FALSE,1,1,3,16,207,2,1
209,sensor_209,1,TRUE,T#1s,1,0,FALSE,FALSE,1,1,3,16,208,2,1
210,sensor_210,1,TRUE,T#1s,1,0,FALSE,FALSE,1,1,3,16,209,2,1
211,sensor_211,1,TRUE,T#1s,1,0,FALSE,FALSE,1,1,3,16,210,2,1
212,sensor_212,1,TRUE,T#1s,1,0,FALSE,FALSE,1,1,3,16,211,2,1
213,sensor_213,1,TRUE,T#1s,1,0,FALSE,FALSE,1,1,3,16,212,2,1
214,sensor_214,1,TRUE,T#1s,1,0,FALSE,FALSE,1,1,3,16,213,2,1
215,sensor_215,1,TRUE,T#1s,1,0,FALSE,FALSE,1,1,3,16,214,2,1
216,sensor_216,1,TRUE,T#1s,1,0,FALSE,FALSE,1,1,3,16,215,2,1
217,sensor_217,1,TRUE,T#1s,1,0,FALSE,FALSE,1,1,3,16,216,2,1
218,sensor_218,1,TRUE,T#1s,1,0,FALSE,FALSE,1,1,3,16,217,2,1
219,sensor_219,1,TRUE,T#1s,1,0,FALSE,FALSE,1,1,3,16,218,2,1
220,sensor_220,1,TRUE,T#1s,1,0,FALSE,FALSE,1,1,3,16,219,2,1
221,sensor_221,1,TRUE,T#1s,1,0,FALSE,FALSE,1,1,3,16,220,2,1
222,sensor_222,1,TRUE,T#1s,1,0,FALSE,FALSE,1,1,3,16,221,2,1
223,sensor_223,1,TRUE,T#1s,1,0,FALSE,FALSE,1,1,3,16,222,2,1
224,sensor_224,1,TRUE,T#1s,1,0,FALSE,FALSE,1,1,3,16,223,2,1
225,sensor_225,1,TRUE,T#1s,1,0,FALSE,FALSE,1,1,3,16,224,2,1
226,sensor_226,1,TRUE,T#1s,1,0,FALSE,FALSE,1,1,3,16,225,2,1
227,sensor_227,1,TRUE,T#1s,1,0,FALSE,FALSE,1,1,3,16,226,2,1
228,sensor_228,1,TRUE,T#1s,1,0,FALSE,FALSE,1,1,3,16,227,2,1
229,sensor_229,1,TRUE,T#1s,1,0,FALSE,FALSE,1,1,3,16,228,2,1
230,sensor_230,1,TRUE,T#1s,1,0,FALSE,FALSE,1,1,3,16,229,2,1
231,sensor_231,1,TRUE,T#1s,1,0,FALSE,FALSE,1,1,3,16,230,2,1
232,sensor_232,1,TRUE,T#1s,1,0,FALSE,FALSE,1,1,3,16,231,2,1
233,sensor_233,1,TRUE,T#1s,1,0,FALSE,FALSE,1,1,3,16,232,2,1
234,sensor_234,1,TRUE,T#1s,1,0,FALSE,FALSE,1,1,3,16,233,2,1
235,sensor_235,1,TRUE,T#1s,1,0,FALSE,FALSE,1,1,3,16,234,2,1
236,sensor_236,1,TRUE,T#1s,1,0,FALSE,FALSE,1,1,3,16,235,2,1
237,sensor_237,1,TRUE,T#1s,1,0,FALSE,FALSE,1,1,3,16,236,2,1
238,sensor_238,1,TRUE,T#1s,1,0,FALSE,FALSE,1,1,3,16,237,2,1
239,sensor_239,1,TRUE,T#1s,1,0,FALSE,FALSE,1,1,3,16,238,2,1
240,sensor_240,1,TRUE,T#1s,1,0,FALSE,FALSE,1,1,3,16,239,2,1
241,sensor_241,1,TRUE,T#1s,1,0,FALSE,FALSE,1,1,3,16,240,2,1
242,sensor_242,1,TRUE,T#1s,1,0,FALSE,FALSE,1,1,3,16,241,2,1
243,sensor_243,1,TRUE,T#1s,1,0,FALSE,FALSE,1,1,3,16,242,2,1
244,sensor_244,1,TRUE,T#1s,1,0,FALSE,FALSE,1,1,3,16,243,2,1
245,sensor_245,1,TRUE,T#1s,1,0,FALSE,FALSE,1,1,3,16,244,2,1
246,sensor_246,1,TRUE,T#1s,1,0,FALSE,FALSE,1,1,3,16,245,2,1
247,sensor_247,1,TRUE,T#1s,1,0,FALSE,FALSE,1,1,3,16,246,2,1
248,sensor_248,1,TRUE,T#1s,1,0,FALSE,FALSE,1,1,3,16,247,2,1
249,sensor_249,1,TRUE,T#1s,1,0,FALSE,FALSE,1,1,3,16,248,2,1
250,sensor_250,1,TRUE,T#1s,1,0,FALSE,FALSE,1,1,3,16,249,2,1
251,sensor_251,1,TRUE,T#1s,1,0,FALSE,FALSE,1,1,3,16,250,2,1
252,sensor_252,1,TRUE,T#1s,1,0,FALSE,FALSE,1,1,3,16,251,2,1
253,sensor_253,1,TRUE,T#1s,1,0,FALSE,FALSE,1,1,3,16,252,2,1
254,sensor_254,1,TRUE,T#1s,1,0,FALSE,FALSE,1,1,3,16,253,2,1
255,sensor_255,1,TRUE,T#1s,1,0,FALSE,FALSE,1,1,3,16,254,2,1
256,sensor_256,1,TRUE,T#1s,1,0,FALSE,FALSE,1,1,3,16,255,2,1
257,sensor_257,1,TRUE,T#1s,1,0,FALSE,FALSE,1,1,3,16,256,2,1
258,sensor_258,1,TRUE,T#1s,1,0,FALSE,FALSE,1,1,3,16,257,2,1
259,sensor_259,1,TRUE,T#1s,1,0,FALSE,FALSE,1,1,3,16,258,2,1
260,sensor_260,1,TRUE,T#1s,1,0,FALSE,FALSE,1,1,3,16,259,2,1
261,sensor_261,1,TRUE,T#1s,1,0,FALSE,FALSE,1,1,3,16,260,2,1
262,sensor_262,1,TRUE,T#1s,1,0,FALSE,FALSE,1,1,3,16,261,2,1
263,sensor_263,1,TRUE,T#1s,1,0,FALSE,FALSE,1,1,3,16,262,2,1
264,sensor_264,1,TRUE,T#1s,1,0,FALSE,FALSE,1,1,3,16,263,2,1
265,sensor_265,1,TRUE,T#1s,1,0,FALSE,FALSE,1,1,3,16,264,2,1
266,sensor_266,1,TRUE,T#1s,1,0,FALSE,FALSE,1,1,3,16,265,2,1
267,sensor_267,1,TRUE,T#1s,1,0,FALSE,FALSE,1,1,3,16,266,2,1
268,sensor_268,1,TRUE,T#1s,1,0,FALSE,FALSE,1,1,3,16,267,2,1
269,sensor_269,1,TRUE,T#1s,1,0,FALSE,FALSE,1,1,3,16,268,2,1
270,sensor_270,1,TRUE,T#1s,1,0,FALSE,FALSE,1,1,3,16,269,2,1
271,sensor_271,1,TRUE,T#1s,1,0,FALSE,FALSE,1,1,3,16,270,2,1
272,sensor_272,1,TRUE,T#1s,1,0,FALSE,FALSE,1,1,3,16,271,2,1
273,sensor_273,1,TRUE,T#1s,1,0,FALSE,FALSE,1,1,3,16,272,2,1
274,sensor_274,1,TRUE,T#1s,1,0,FALSE,FALSE,1,1,3,16,273,2,1
275,sensor_275,1,TRUE,T#1s,1,0,FALSE,FALSE,1,1,3,16,274,2,1
276,sensor_276,1,TRUE,T#1s,1,0,FALSE,FALSE,1,1,3,16,275,2,1
277,sensor_277,1,TRUE,T#1s,1,0,FALSE,FALSE,1,1,3,16,276,2,1
278,sensor_278,1,TRUE,T#1s,1,0,FALSE,FALSE,1,1,3,16,277,2,1
279,sensor_279,1,TRUE,T#1s,1,0,FALSE,FALSE,1,1,3,16,278,2,1
280,sensor_280,1,TRUE,T#1s,1,0,FALSE,FALSE,1,1,3,16,279,2,1
281,sensor_281,1,TRUE,T#1s,1,0,FALSE,FALSE,1,1,3,16,280,2,1
282,sensor_282,1,TRUE,T#1s,1,0,FALSE,FALSE,1,1,3,16,281,2,1
283,sensor_283,1,TRUE,T#1s,1,0,FALSE,FALSE,1,1,3,16,282,2,1
284,sensor_284,1,TRUE,T#1s,1,0,FALSE,FALSE,1,1,3,16,283,2,1
285,sensor_285,1,TRUE,T#1s,1,0,FALSE,FALSE,1,1,3,16,284,2,1
286,sensor_286,1,TRUE,T#1s,1,0,FALSE,FALSE,1,1,3,16,285,2,1
287,sensor_287,1,TRUE,T#1s,1,0,FALSE,FALSE,1,1,3,16,286,2,1
288,sensor_288,1,TRUE,T#1s,1,0,FALSE,FALSE,1,1,3,16,287,2,1
